PLACE_ID,STREET,CITY,COUNTRY,LATITUD,LONGITUD
JaySt_Albany_USA,Jay St,Albany,USA,42.765045,-73.891932
CentralAve_Schenectady_USA,Central Ave,Schenectady,USA,42.649392,-74.439481
WesternAve_Albany_USA,Western Ave,Albany,USA,42.602003,-73.839402
ParkAve_Troy_USA,Park Ave,Troy,USA,44.258503,-73.525688
JaySt_Schenectady_USA,Jay St,Schenectady,USA,42.830952,-70.270507
ClintonAve_Troy_USA,Clinton Ave,Troy,USA,44.134176,-70.802476
PearlSt_Troy_USA,Pearl St,Troy,USA,43.730118,-70.433892
MadisonAve_Albany_USA,Madison Ave,Albany,USA,42.687903,-73.802658
MadisonAve_Albany_USA,Madison Ave,Albany,USA,42.666175,-73.771531
NorthSt_Albany_USA,North St,Albany,USA,42.724642,-73.890525
PearlSt_Troy_USA,Pearl St,Troy,USA,43.096696,-74.604738
ParkAve_Albany_USA,Park Ave,Albany,USA,42.717772,-73.782313
HudsonAve_Albany_USA,Hudson Ave,Albany,USA,42.645962,-73.773377
StateSt_Albany_USA,State St,Albany,USA,42.658947,-73.840492
Broadway_Troy_USA,Broadway,Troy,USA,41.595598,-70.806639
LarkSt_Albany_USA,Lark St,Albany,USA,42.673511,-73.775555
ParkAve_Troy_USA,Park Ave,Troy,USA,41.311976,-72.477795
PearlSt_Troy_USA,Pearl St,Troy,USA,43.818497,-72.053691
WesternAve_Albany_USA,Western Ave,Albany,USA,42.743913,-73.740332
PearlSt_Albany_USA,Pearl St,Albany,USA,42.698233,-73.868555
LarkSt_Albany_USA,Lark St,Albany,USA,42.661023,-73.854201
LarkSt_Schenectady_USA,Lark St,Schenectady,USA,40.346238,-71.130085
ClintonAve_Troy_USA,Clinton Ave,Troy,USA,44.652185,-70.229278
ParkAve_Troy_USA,Park Ave,Troy,USA,41.101791,-71.838353
WashingtonAve_Troy_USA,Washington Ave,Troy,USA,42.013968,-73.015491
StateSt_Albany_USA,State St,Albany,USA,42.686909,-73.821818
ParkAve_Albany_USA,Park Ave,Albany,USA,42.649656,-73.832636
StateSt_Albany_USA,State St,Albany,USA,42.708922,-73.708137
Broadway_Albany_USA,Broadway,Albany,USA,42.797229,-73.757391
StateSt_Albany_USA,State St,Albany,USA,42.73142,-73.872293
CentralAve_Albany_USA,Central Ave,Albany,USA,42.79847,-73.85509
NorthSt_Schenectady_USA,North St,Schenectady,USA,44.867409,-73.868302
HudsonAve_Schenectady_USA,Hudson Ave,Schenectady,USA,44.356218,-74.274357
Broadway_Albany_USA,Broadway,Albany,USA,42.666917,-73.855041
Broadway_Albany_USA,Broadway,Albany,USA,42.654841,-73.86461
StateSt_Troy_USA,State St,Troy,USA,43.967339,-70.20903
WesternAve_Albany_USA,Western Ave,Albany,USA,42.707881,-73.8469
ParkAve_Albany_USA,Park Ave,Albany,USA,42.669984,-73.756916
DelawareAve_Schenectady_USA,Delaware Ave,Schenectady,USA,41.71428,-73.116133
DelawareAve_Schenectady_USA,Delaware Ave,Schenectady,USA,43.141921,-73.256379
LarkSt_Albany_USA,Lark St,Albany,USA,42.748577,-73.76293
SouthSt_Albany_USA,South St,Albany,USA,42.776724,-73.882142
NorthSt_Albany_USA,North St,Albany,USA,42.767754,-73.729457
ClintonAve_Albany_USA,Clinton Ave,Albany,USA,42.670611,-73.874752
DelawareAve_Albany_USA,Delaware Ave,Albany,USA,42.635841,-73.757768
SouthSt_Albany_USA,South St,Albany,USA,42.626314,-73.899624
HudsonAve_Albany_USA,Hudson Ave,Albany,USA,42.693235,-73.754857
ParkAve_Albany_USA,Park Ave,Albany,USA,42.785877,-73.735716
CentralAve_Schenectady_USA,Central Ave,Schenectady,USA,42.157882,-74.45094
WashingtonAve_Schenectady_USA,Washington Ave,Schenectady,USA,43.332489,-73.882324
StateSt_Troy_USA,State St,Troy,USA,42.566012,-74.846136
PearlSt_Albany_USA,Pearl St,Albany,USA,42.691335,-73.703821
LarkSt_Troy_USA,Lark St,Troy,USA,41.093602,-72.662764
SouthSt_Schenectady_USA,South St,Schenectady,USA,42.373789,-74.337318
NorthSt_Albany_USA,North St,Albany,USA,42.636097,-73.707019
LarkSt_Troy_USA,Lark St,Troy,USA,42.467803,-72.428833
JaySt_Albany_USA,Jay St,Albany,USA,42.726427,-73.76437
MadisonAve_Albany_USA,Madison Ave,Albany,USA,42.740777,-73.788835
DelawareAve_Troy_USA,Delaware Ave,Troy,USA,42.928259,-71.769533
WesternAve_Schenectady_USA,Western Ave,Schenectady,USA,44.631748,-71.174415
HudsonAve_Albany_USA,Hudson Ave,Albany,USA,42.611788,-73.721094
TenBroeckSt_Albany_USA,Ten Broeck St,Albany,USA,42.697798,-73.842996
TenBroeckSt_Troy_USA,Ten Broeck St,Troy,USA,43.295585,-71.034356
JaySt_Schenectady_USA,Jay St,Schenectady,USA,42.258726,-71.51537
NorthSt_Albany_USA,North St,Albany,USA,42.686163,-73.763916
WesternAve_Albany_USA,Western Ave,Albany,USA,42.786606,-73.775973
JaySt_Albany_USA,Jay St,Albany,USA,42.725025,-73.835632
Broadway_Albany_USA,Broadway,Albany,USA,42.603425,-73.840953
ClintonAve_Troy_USA,Clinton Ave,Troy,USA,41.628029,-70.560954
StateSt_Albany_USA,State St,Albany,USA,42.724945,-73.837947
PearlSt_Troy_USA,Pearl St,Troy,USA,40.375177,-71.791578
NorthSt_Albany_USA,North St,Albany,USA,42.764691,-73.79682
WesternAve_Albany_USA,Western Ave,Albany,USA,42.627378,-73.894117
NorthSt_Troy_USA,North St,Troy,USA,42.338352,-71.117273
ParkAve_Troy_USA,Park Ave,Troy,USA,44.362087,-71.918261
ParkAve_Albany_USA,Park Ave,Albany,USA,42.781712,-73.818636
DelawareAve_Schenectady_USA,Delaware Ave,Schenectady,USA,42.017689,-72.092429
CentralAve_Schenectady_USA,Central Ave,Schenectady,USA,40.216267,-73.503324
PearlSt_Troy_USA,Pearl St,Troy,USA,42.101702,-74.643981
ParkAve_Albany_USA,Park Ave,Albany,USA,42.618638,-73.779556
PearlSt_Troy_USA,Pearl St,Troy,USA,41.966261,-70.525428
SouthSt_Schenectady_USA,South St,Schenectady,USA,42.788793,-72.413787
DelawareAve_Albany_USA,Delaware Ave,Albany,USA,42.798681,-73.700643
WashingtonAve_Troy_USA,Washington Ave,Troy,USA,40.165388,-70.312753
StateSt_Albany_USA,State St,Albany,USA,42.666017,-73.863446
LarkSt_Albany_USA,Lark St,Albany,USA,42.607992,-73.892552
ClintonAve_Schenectady_USA,Clinton Ave,Schenectady,USA,44.102319,-71.398555
DelawareAve_Schenectady_USA,Delaware Ave,Schenectady,USA,44.945468,-73.267893
ParkAve_Schenectady_USA,Park Ave,Schenectady,USA,43.248039,-70.253196
WesternAve_Albany_USA,Western Ave,Albany,USA,42.648478,-73.83413
CentralAve_Schenectady_USA,Central Ave,Schenectady,USA,42.304774,-70.246166
JaySt_Albany_USA,Jay St,Albany,USA,42.783663,-73.83493
ClintonAve_Albany_USA,Clinton Ave,Albany,USA,42.649265,-73.824782
NorthSt_Albany_USA,North St,Albany,USA,42.791197,-73.842227
TenBroeckSt_Albany_USA,Ten Broeck St,Albany,USA,42.743064,-73.72583
NorthSt_Albany_USA,North St,Albany,USA,42.790528,-73.878511
DelawareAve_Schenectady_USA,Delaware Ave,Schenectady,USA,40.816252,-74.519852
WesternAve_Albany_USA,Western Ave,Albany,USA,42.782437,-73.764804
WesternAve_Albany_USA,Western Ave,Albany,USA,42.714793,-73.884416
WashingtonAve_Albany_USA,Washington Ave,Albany,USA,42.705959,-73.877121
DelawareAve_Albany_USA,Delaware Ave,Albany,USA,42.788382,-73.760651
HudsonAve_Albany_USA,Hudson Ave,Albany,USA,42.711832,-73.777652
WesternAve_Schenectady_USA,Western Ave,Schenectady,USA,42.581408,-73.080778
JaySt_Albany_USA,Jay St,Albany,USA,42.613369,-73.889012
Broadway_Albany_USA,Broadway,Albany,USA,42.73265,-73.87356
PearlSt_Albany_USA,Pearl St,Albany,USA,42.769765,-73.754718
WashingtonAve_Albany_USA,Washington Ave,Albany,USA,42.636037,-73.731328
WashingtonAve_Albany_USA,Washington Ave,Albany,USA,42.756356,-73.863167
ParkAve_Schenectady_USA,Park Ave,Schenectady,USA,40.244865,-73.261916
NorthSt_Troy_USA,North St,Troy,USA,41.76347,-71.289415
HudsonAve_Albany_USA,Hudson Ave,Albany,USA,42.665715,-73.746641
TenBroeckSt_Albany_USA,Ten Broeck St,Albany,USA,42.736952,-73.885338
HudsonAve_Troy_USA,Hudson Ave,Troy,USA,42.556214,-73.361804
CentralAve_Albany_USA,Central Ave,Albany,USA,42.619963,-73.782132
ParkAve_Albany_USA,Park Ave,Albany,USA,42.660191,-73.716308
ClintonAve_Troy_USA,Clinton Ave,Troy,USA,41.32428,-71.333828
NorthSt_Schenectady_USA,North St,Schenectady,USA,44.230413,-72.742299
PearlSt_Albany_USA,Pearl St,Albany,USA,42.715683,-73.826204
StateSt_Albany_USA,State St,Albany,USA,42.607194,-73.794039
PearlSt_Albany_USA,Pearl St,Albany,USA,42.758255,-73.860963
LarkSt_Albany_USA,Lark St,Albany,USA,42.796603,-73.898208
WashingtonAve_Troy_USA,Washington Ave,Troy,USA,44.466569,-72.416326
StateSt_Albany_USA,State St,Albany,USA,42.745139,-73.887767
HudsonAve_Albany_USA,Hudson Ave,Albany,USA,42.72444,-73.793196
ClintonAve_Albany_USA,Clinton Ave,Albany,USA,42.638839,-73.712965
HudsonAve_Albany_USA,Hudson Ave,Albany,USA,42.698092,-73.82095
NorthSt_Albany_USA,North St,Albany,USA,42.600052,-73.845479
Broadway_Albany_USA,Broadway,Albany,USA,42.687765,-73.823991
SouthSt_Albany_USA,South St,Albany,USA,42.63337,-73.771656
ParkAve_Troy_USA,Park Ave,Troy,USA,41.635274,-73.740246
JaySt_Albany_USA,Jay St,Albany,USA,42.668538,-73.865295
LarkSt_Troy_USA,Lark St,Troy,USA,44.882742,-72.651102
MadisonAve_Albany_USA,Madison Ave,Albany,USA,42.68701,-73.83611
ClintonAve_Albany_USA,Clinton Ave,Albany,USA,42.659952,-73.794058
DelawareAve_Troy_USA,Delaware Ave,Troy,USA,42.182054,-74.091245
Broadway_Albany_USA,Broadway,Albany,USA,42.767893,-73.899143
JaySt_Troy_USA,Jay St,Troy,USA,40.909613,-70.301972
LarkSt_Albany_USA,Lark St,Albany,USA,42.796414,-73.846309
PearlSt_Troy_USA,Pearl St,Troy,USA,42.417977,-74.212637
TenBroeckSt_Troy_USA,Ten Broeck St,Troy,USA,41.345047,-71.061708
PearlSt_Albany_USA,Pearl St,Albany,USA,42.690625,-73.71541
TenBroeckSt_Albany_USA,Ten Broeck St,Albany,USA,42.737609,-73.713119
CentralAve_Schenectady_USA,Central Ave,Schenectady,USA,41.201769,-71.344543
TenBroeckSt_Troy_USA,Ten Broeck St,Troy,USA,42.100586,-73.580133
SouthSt_Schenectady_USA,South St,Schenectady,USA,43.788024,-70.487829
HudsonAve_Troy_USA,Hudson Ave,Troy,USA,43.631178,-70.069543
PearlSt_Schenectady_USA,Pearl St,Schenectady,USA,42.862174,-74.808733
ParkAve_Albany_USA,Park Ave,Albany,USA,42.68,-73.728964
Broadway_Albany_USA,Broadway,Albany,USA,42.714795,-73.72947
DelawareAve_Schenectady_USA,Delaware Ave,Schenectady,USA,40.077219,-71.380114
DelawareAve_Schenectady_USA,Delaware Ave,Schenectady,USA,41.096399,-71.823177
WashingtonAve_Albany_USA,Washington Ave,Albany,USA,42.692975,-73.850384
ParkAve_Albany_USA,Park Ave,Albany,USA,42.79387,-73.774715
StateSt_Albany_USA,State St,Albany,USA,42.658766,-73.740171
CentralAve_Troy_USA,Central Ave,Troy,USA,43.463258,-70.273247
ClintonAve_Albany_USA,Clinton Ave,Albany,USA,42.714184,-73.891698
ParkAve_Troy_USA,Park Ave,Troy,USA,44.288461,-73.870897
CentralAve_Schenectady_USA,Central Ave,Schenectady,USA,42.983895,-70.258727
StateSt_Albany_USA,State St,Albany,USA,42.602235,-73.855194
JaySt_Albany_USA,Jay St,Albany,USA,42.601654,-73.819572
TenBroeckSt_Albany_USA,Ten Broeck St,Albany,USA,42.748342,-73.897283
LarkSt_Albany_USA,Lark St,Albany,USA,42.695809,-73.87062
SouthSt_Albany_USA,South St,Albany,USA,42.622006,-73.71633
HudsonAve_Albany_USA,Hudson Ave,Albany,USA,42.655802,-73.783842
LarkSt_Schenectady_USA,Lark St,Schenectady,USA,42.38505,-73.730422
PearlSt_Albany_USA,Pearl St,Albany,USA,42.783372,-73.809281
NorthSt_Albany_USA,North St,Albany,USA,42.681525,-73.715744
TenBroeckSt_Schenectady_USA,Ten Broeck St,Schenectady,USA,41.26105,-71.439178
CentralAve_Albany_USA,Central Ave,Albany,USA,42.689135,-73.765383
Broadway_Troy_USA,Broadway,Troy,USA,42.391057,-70.295775
Broadway_Schenectady_USA,Broadway,Schenectady,USA,40.435217,-72.772144
LarkSt_Albany_USA,Lark St,Albany,USA,42.728073,-73.833165
SouthSt_Albany_USA,South St,Albany,USA,42.625519,-73.825291
Broadway_Albany_USA,Broadway,Albany,USA,42.663176,-73.863243
ClintonAve_Albany_USA,Clinton Ave,Albany,USA,42.748924,-73.810301
DelawareAve_Albany_USA,Delaware Ave,Albany,USA,42.713205,-73.77264
SouthSt_Albany_USA,South St,Albany,USA,42.617321,-73.888847
WesternAve_Albany_USA,Western Ave,Albany,USA,42.678672,-73.731461
CentralAve_Albany_USA,Central Ave,Albany,USA,42.739281,-73.726002
WesternAve_Albany_USA,Western Ave,Albany,USA,42.690244,-73.781334
Broadway_Troy_USA,Broadway,Troy,USA,40.416741,-71.930699
NorthSt_Troy_USA,North St,Troy,USA,41.347348,-74.32053
LarkSt_Albany_USA,Lark St,Albany,USA,42.716495,-73.834711
ParkAve_Albany_USA,Park Ave,Albany,USA,42.674898,-73.810359
WesternAve_Albany_USA,Western Ave,Albany,USA,42.673497,-73.773334
ParkAve_Albany_USA,Park Ave,Albany,USA,42.748593,-73.888809
TenBroeckSt_Albany_USA,Ten Broeck St,Albany,USA,42.636321,-73.701367
WashingtonAve_Albany_USA,Washington Ave,Albany,USA,42.623544,-73.735123
Broadway_Schenectady_USA,Broadway,Schenectady,USA,43.324767,-70.363664
NorthSt_Schenectady_USA,North St,Schenectady,USA,44.006066,-71.931004
LarkSt_Schenectady_USA,Lark St,Schenectady,USA,41.105622,-73.157652
CentralAve_Albany_USA,Central Ave,Albany,USA,42.659066,-73.705542
Broadway_Albany_USA,Broadway,Albany,USA,42.795764,-73.748434
DelawareAve_Schenectady_USA,Delaware Ave,Schenectady,USA,42.251069,-73.466158
MadisonAve_Albany_USA,Madison Ave,Albany,USA,42.783423,-73.836265
JaySt_Albany_USA,Jay St,Albany,USA,42.685791,-73.863545
StateSt_Albany_USA,State St,Albany,USA,42.738381,-73.854997
WesternAve_Albany_USA,Western Ave,Albany,USA,42.712751,-73.779628
DelawareAve_Troy_USA,Delaware Ave,Troy,USA,43.108673,-71.684181
PearlSt_Albany_USA,Pearl St,Albany,USA,42.771059,-73.773309
Broadway_Albany_USA,Broadway,Albany,USA,42.776422,-73.747931
HudsonAve_Schenectady_USA,Hudson Ave,Schenectady,USA,41.379685,-71.64575
NorthSt_Albany_USA,North St,Albany,USA,42.606945,-73.827464
TenBroeckSt_Albany_USA,Ten Broeck St,Albany,USA,42.695255,-73.853216
WesternAve_Albany_USA,Western Ave,Albany,USA,42.700706,-73.850194
LarkSt_Albany_USA,Lark St,Albany,USA,42.727094,-73.847058
ParkAve_Troy_USA,Park Ave,Troy,USA,40.223549,-72.680278
DelawareAve_Schenectady_USA,Delaware Ave,Schenectady,USA,41.823428,-70.955596
LarkSt_Albany_USA,Lark St,Albany,USA,42.656242,-73.826956
ClintonAve_Albany_USA,Clinton Ave,Albany,USA,42.680638,-73.840597
HudsonAve_Albany_USA,Hudson Ave,Albany,USA,42.667357,-73.894397
WashingtonAve_Troy_USA,Washington Ave,Troy,USA,40.115393,-70.804741
WesternAve_Schenectady_USA,Western Ave,Schenectady,USA,42.874702,-72.226792
ClintonAve_Albany_USA,Clinton Ave,Albany,USA,42.725376,-73.811422
Broadway_Albany_USA,Broadway,Albany,USA,42.796657,-73.703486
StateSt_Albany_USA,State St,Albany,USA,42.729161,-73.843088
PearlSt_Albany_USA,Pearl St,Albany,USA,42.746291,-73.717112
LarkSt_Troy_USA,Lark St,Troy,USA,43.470604,-71.801902
MadisonAve_Albany_USA,Madison Ave,Albany,USA,42.784091,-73.757961
HudsonAve_Schenectady_USA,Hudson Ave,Schenectady,USA,44.372037,-71.011622
ParkAve_Troy_USA,Park Ave,Troy,USA,42.474108,-72.236543
WesternAve_Albany_USA,Western Ave,Albany,USA,42.604758,-73.758427
PearlSt_Troy_USA,Pearl St,Troy,USA,44.575249,-74.052799
ParkAve_Troy_USA,Park Ave,Troy,USA,44.582142,-70.861596
LarkSt_Schenectady_USA,Lark St,Schenectady,USA,42.213044,-71.529582
ClintonAve_Albany_USA,Clinton Ave,Albany,USA,42.654593,-73.791624
CentralAve_Albany_USA,Central Ave,Albany,USA,42.639581,-73.882875
HudsonAve_Troy_USA,Hudson Ave,Troy,USA,44.898218,-72.86714
ClintonAve_Albany_USA,Clinton Ave,Albany,USA,42.625283,-73.706982
MadisonAve_Albany_USA,Madison Ave,Albany,USA,42.636258,-73.802061
SouthSt_Albany_USA,South St,Albany,USA,42.786064,-73.888108
CentralAve_Troy_USA,Central Ave,Troy,USA,41.677731,-70.677745
DelawareAve_Schenectady_USA,Delaware Ave,Schenectady,USA,40.476242,-72.450604
TenBroeckSt_Albany_USA,Ten Broeck St,Albany,USA,42.617808,-73.852966
HudsonAve_Schenectady_USA,Hudson Ave,Schenectady,USA,44.981119,-72.7812
StateSt_Albany_USA,State St,Albany,USA,42.669215,-73.877948
SouthSt_Albany_USA,South St,Albany,USA,42.687474,-73.88536
WesternAve_Albany_USA,Western Ave,Albany,USA,42.627071,-73.87343
ParkAve_Troy_USA,Park Ave,Troy,USA,40.388056,-71.400184
LarkSt_Schenectady_USA,Lark St,Schenectady,USA,40.067277,-74.320211
ClintonAve_Schenectady_USA,Clinton Ave,Schenectady,USA,44.540522,-74.955493
ParkAve_Troy_USA,Park Ave,Troy,USA,42.362696,-72.165259
DelawareAve_Albany_USA,Delaware Ave,Albany,USA,42.673687,-73.797346
CentralAve_Schenectady_USA,Central Ave,Schenectady,USA,42.426742,-72.657214
NorthSt_Albany_USA,North St,Albany,USA,42.685418,-73.796724
NorthSt_Troy_USA,North St,Troy,USA,43.604734,-73.640544
Broadway_Albany_USA,Broadway,Albany,USA,42.631306,-73.898614
PearlSt_Schenectady_USA,Pearl St,Schenectady,USA,44.781445,-73.557815
ClintonAve_Troy_USA,Clinton Ave,Troy,USA,44.881176,-70.515762
CentralAve_Albany_USA,Central Ave,Albany,USA,42.658417,-73.866106
JaySt_Albany_USA,Jay St,Albany,USA,42.789263,-73.846094
DelawareAve_Albany_USA,Delaware Ave,Albany,USA,42.686035,-73.823592
WesternAve_Troy_USA,Western Ave,Troy,USA,41.015242,-71.961472
JaySt_Albany_USA,Jay St,Albany,USA,42.751726,-73.844664
CentralAve_Schenectady_USA,Central Ave,Schenectady,USA,40.022939,-70.378611
StateSt_Schenectady_USA,State St,Schenectady,USA,43.534741,-71.03657
Broadway_Troy_USA,Broadway,Troy,USA,41.200807,-71.079713
MadisonAve_Troy_USA,Madison Ave,Troy,USA,44.895947,-72.370419
DelawareAve_Albany_USA,Delaware Ave,Albany,USA,42.75804,-73.717117
LarkSt_Albany_USA,Lark St,Albany,USA,42.603618,-73.865618
ClintonAve_Albany_USA,Clinton Ave,Albany,USA,42.68119,-73.889187
DelawareAve_Schenectady_USA,Delaware Ave,Schenectady,USA,40.802042,-70.055802
StateSt_Troy_USA,State St,Troy,USA,40.14767,-70.662955
SouthSt_Schenectady_USA,South St,Schenectady,USA,44.838275,-72.695008
TenBroeckSt_Troy_USA,Ten Broeck St,Troy,USA,42.096658,-72.855325
HudsonAve_Schenectady_USA,Hudson Ave,Schenectady,USA,41.19176,-71.503611
Broadway_Troy_USA,Broadway,Troy,USA,40.386286,-70.936627
JaySt_Troy_USA,Jay St,Troy,USA,41.386042,-73.608879
ClintonAve_Troy_USA,Clinton Ave,Troy,USA,42.32976,-72.35035
StateSt_Albany_USA,State St,Albany,USA,42.785664,-73.757041
TenBroeckSt_Albany_USA,Ten Broeck St,Albany,USA,42.641936,-73.78322
StateSt_Albany_USA,State St,Albany,USA,42.749102,-73.833045
WashingtonAve_Troy_USA,Washington Ave,Troy,USA,41.625364,-74.205591
MadisonAve_Schenectady_USA,Madison Ave,Schenectady,USA,40.625053,-71.696978
MadisonAve_Troy_USA,Madison Ave,Troy,USA,41.998495,-74.507916
NorthSt_Albany_USA,North St,Albany,USA,42.637832,-73.757349
NorthSt_Albany_USA,North St,Albany,USA,42.6979,-73.760509
StateSt_Albany_USA,State St,Albany,USA,42.624975,-73.830039
NorthSt_Albany_USA,North St,Albany,USA,42.705808,-73.755453
JaySt_Schenectady_USA,Jay St,Schenectady,USA,43.743273,-72.301399
TenBroeckSt_Albany_USA,Ten Broeck St,Albany,USA,42.792357,-73.805098
PearlSt_Troy_USA,Pearl St,Troy,USA,42.480691,-72.527954
DelawareAve_Albany_USA,Delaware Ave,Albany,USA,42.769056,-73.737498
PearlSt_Albany_USA,Pearl St,Albany,USA,42.699604,-73.721408
ParkAve_Schenectady_USA,Park Ave,Schenectady,USA,42.710247,-74.471771
JaySt_Troy_USA,Jay St,Troy,USA,42.570579,-70.571735
DelawareAve_Troy_USA,Delaware Ave,Troy,USA,41.847985,-71.183421
TenBroeckSt_Albany_USA,Ten Broeck St,Albany,USA,42.75042,-73.770609
PearlSt_Schenectady_USA,Pearl St,Schenectady,USA,43.412175,-72.338688
DelawareAve_Schenectady_USA,Delaware Ave,Schenectady,USA,44.630902,-71.098033
ParkAve_Troy_USA,Park Ave,Troy,USA,42.947919,-71.365869
CentralAve_Albany_USA,Central Ave,Albany,USA,42.75497,-73.762062
CentralAve_Albany_USA,Central Ave,Albany,USA,42.650344,-73.875388
WesternAve_Schenectady_USA,Western Ave,Schenectady,USA,41.19694,-70.360132
DelawareAve_Troy_USA,Delaware Ave,Troy,USA,41.819383,-72.789306
WesternAve_Albany_USA,Western Ave,Albany,USA,42.70791,-73.822709
WashingtonAve_Troy_USA,Washington Ave,Troy,USA,44.260422,-74.678883
TenBroeckSt_Troy_USA,Ten Broeck St,Troy,USA,44.669989,-72.183527
DelawareAve_Troy_USA,Delaware Ave,Troy,USA,41.283542,-73.747806
PearlSt_Troy_USA,Pearl St,Troy,USA,40.855913,-73.748221
StateSt_Albany_USA,State St,Albany,USA,42.700553,-73.772734
ParkAve_Schenectady_USA,Park Ave,Schenectady,USA,42.613587,-74.730752
ParkAve_Schenectady_USA,Park Ave,Schenectady,USA,42.034002,-74.255578
MadisonAve_Albany_USA,Madison Ave,Albany,USA,42.711022,-73.85893
JaySt_Albany_USA,Jay St,Albany,USA,42.724517,-73.72122
ClintonAve_Schenectady_USA,Clinton Ave,Schenectady,USA,44.841312,-71.826734
DelawareAve_Albany_USA,Delaware Ave,Albany,USA,42.750254,-73.789733
Broadway_Schenectady_USA,Broadway,Schenectady,USA,44.46886,-73.858345
WashingtonAve_Albany_USA,Washington Ave,Albany,USA,42.758551,-73.777335
ClintonAve_Albany_USA,Clinton Ave,Albany,USA,42.652613,-73.894655
DelawareAve_Albany_USA,Delaware Ave,Albany,USA,42.668861,-73.837417
Broadway_Albany_USA,Broadway,Albany,USA,42.693157,-73.857809
ClintonAve_Troy_USA,Clinton Ave,Troy,USA,42.24272,-73.579358
LarkSt_Albany_USA,Lark St,Albany,USA,42.608921,-73.71153
DelawareAve_Albany_USA,Delaware Ave,Albany,USA,42.767869,-73.854631
TenBroeckSt_Schenectady_USA,Ten Broeck St,Schenectady,USA,42.781571,-71.058147
HudsonAve_Albany_USA,Hudson Ave,Albany,USA,42.696201,-73.734333
Broadway_Albany_USA,Broadway,Albany,USA,42.630642,-73.896869
WashingtonAve_Albany_USA,Washington Ave,Albany,USA,42.762671,-73.851638
WesternAve_Troy_USA,Western Ave,Troy,USA,41.298752,-73.345001
PearlSt_Schenectady_USA,Pearl St,Schenectady,USA,41.205102,-73.071645
WesternAve_Schenectady_USA,Western Ave,Schenectady,USA,43.56064,-70.834379
Broadway_Troy_USA,Broadway,Troy,USA,43.150152,-74.813133
ClintonAve_Albany_USA,Clinton Ave,Albany,USA,42.720958,-73.788755
TenBroeckSt_Albany_USA,Ten Broeck St,Albany,USA,42.795922,-73.795731
HudsonAve_Schenectady_USA,Hudson Ave,Schenectady,USA,43.279185,-72.132955
SouthSt_Albany_USA,South St,Albany,USA,42.717097,-73.870152
